CustomerID,Gender,Age,MonthlyCharges,ContractType,TenureMonths,PaymentMethod,SupportCalls,SatisfactionScore,Churn
C07765,Female,-5.0,22.95,Monthly,12,E-Wallet,1,6.0,No
C07766,Female,48.0,60.92,Monthly,9,,2,9.0,No
C07767,Male,46.0,47.5,Yearly,5,Credit Card,1,,No
C07768,Male,,53.13,Monthly,2,E-Wallet,2,10.0,No
C07769,Male,,32.07,Monthly,3,E-Wallet,2,8.0,No
C07770,Female,56.0,104.06,Yearly,17,Bank Transfer,3,,No
C07771,Male,32.0,80.28,Yearly,4,,4,10.0,No
C07772,Female,40.0,103.94,Monthly,22,Cash,1,10.0,No
C07773,Male,27.0,91.48,Monthly,7,Bank Transfer,6,,No
C07774,Male,18.0,71.27,Monthly,7,E-Wallet,2,6.0,No
C07775,Male,29.0,32.65,Two-Year,25,Bank Transfer,3,3.0,No
C07776,Male,31.0,125.15,Monthly,3,Credit Card,3,,Yes
C07777,male,33.0,35.97,Monthly,3,Bank Transfer,3,5.0,No
C07778,Female,26.0,48.39,Monthly,51,E-Wallet,1,8.0,No
C07779,M,29.0,75.05,Monthly,10,Cash,5,6.0,No
C07780,Male,37.0,4198.0,Monthly,3,Credit Card,2,8.0,No
C07781,F,28.0,70.63,Monthly,3,E-Wallet,2,9.0,Yes
C07782,Male,44.0,45.6,Monthly,24,,2,4.0,No
C07783,Female,46.0,,Two-Year,11,Credit Card,2,,No
C07784,Male,66.0,170.81,Yearly,2,E-Wallet,2,8.0,No
C07785,Female,,53.64,Two-Year,27,Credit Card,3,3.0,No
C07786,Male,,50.76,Yearly,8,E-Wallet,3,10.0,No
C07787,Male,30.0,39.6,Monthly,55,Credit Card,2,8.0,No
C07788,Female,41.0,60.95,Monthly,4,E-Wallet,5,7.0,No
C07789,Male,41.0,59.69,Monthly,10,Credit Card,0,6.0,No
C07790,Female,31.0,54.2,Monthly,3,Credit Card,5,10.0,No
C07791,Female,47.0,64.83,Monthly,7,Credit Card,3,4.0,No
C07792,Male,21.0,120.73,Monthly,3,Bank Transfer,2,10.0,No
C07793,Male,35.0,41.77,Two-Year,5,Credit Card,5,1.0,No
C07794,Female,44.0,55.67,Monthly,4,Credit Card,7,5.0,No
C07795,Female,34.0,40.79,Monthly,4,Credit Card,2,6.0,No
C07796,Male,35.0,62.34,Monthly,43,Bank Transfer,3,8.0,No
C07797,Female,36.0,42.27,Yearly,1,E-Wallet,7,5.0,No
C07798,Male,27.0,43.1,Two-Year,9,Cash,5,5.0,No
C07799,Male,52.0,28.31,Monthly,12,Bank Transfer,2,7.0,No
C07800,Male,25.0,57.05,Monthly,13,Bank Transfer,4,4.0,No
C07801,M,41.0,,Monthly,17,Cash,3,8.0,Yes
C07802,Male,42.0,126.12,Two-Year,18,Cash,5,3.0,No
C07803,Female,26.0,67.44,Monthly,38,Credit Card,1,4.0,Yes
C07804,Male,38.0,44.6,Yearly,17,Bank Transfer,2,5.0,No
C07805,Male,27.0,29.61,Monthly,21, E-Wallet,5,6.0,Yes
C07806,Male,54.0,31.51,Monthly,10,E-Wallet,3,6.0,No
C07807,Female,24.0,30.48,Monthly,13,E-Wallet,2,10.0,No
C07808,Female,30.0,127.12,Yearly,8,Bank Transfer,5,7.0,No
C07809,Male,23.0,62.15,Two-Year,4,Bank Transfer,2,6.0,No
C07810,Male,,42.0,Yearly,5,E-Wallet,1,6.0,No
C07811,Male,,35.45,Monthly,6,Credit Card,1,7.0,No
C07812,Male,44.0,37.14,Monthly,5,Bank Transfer,2,3.0,Yes
C07813,Male,39.0,41.51,Yearly,10,Bank Transfer,1,3.0,No
C07814,Male,,98.72,Monthly,4,E-Wallet,0,1.0,No
C07815,Male,48.0,1037.0,Two-Year,9,Credit Card,3,5.0,No
C07816,Male,28.0,,Monthly,30,Bank Transfer,6,10.0,No
C07817,Male,47.0,154.42,Two-Year,7,Credit Card,5,5.0,Yes
C07818,Female,27.0,32.69,Yearly,4,E-Wallet,1,4.0,No
C07819,Female,30.0,41.85,Monthly,6,E-Wallet,4,7.0,No
C07820,Female,47.0,98.45,Monthly,26,E-Wallet,3,9.0,No
C07821,Male,48.0,65.81,Monthly,35,Credit Card,1,8.0,No
C07822,Male,45.0,,Monthly,27,Bank Transfer,2,8.0,No
C07823,M,25.0,,Monthly,5,,2,9.0,No
C07824,Female,32.0,35.34,Monthly,6,E-Wallet,3,6.0,Yes
C07825,Male,39.0,36.31,Monthly,45,Credit Card,2,4.0,No
C07826,Female,27.0,54.77,Monthly,5,E-Wallet,3,8.0,No
C07827,Female,54.0,59.5,Two-Year,2,Credit Card,0,6.0,No
C07828,Male,18.0,51.07,Monthly,4,Bank Transfer,1,5.0,No
C07829,Female,28.0,53.64,Yearly,40,Credit Card,5,3.0,No
C07830,Male,31.0,34.03,Monthly,7,Bank Transfer,2,8.0,No
C07831,Male,18.0,62.3,Yearly,33,Bank Transfer,2,4.0,No
C07832,Male,21.0,97.15,Monthly,2,,3,7.0,No
C07833,Male,45.0,50.74,Monthly,18,Credit Card,5,6.0,Yes
C07834,Female,38.0,50.3,Monthly,2,Credit Card,1,9.0,No
C07835,Male,56.0,56.68,Two-Year,3,Credit Card ,2,8.0,Yes
C07836,Male,56.0,90.3,Monthly,12,E-Wallet,3,7.0,No
C07837,Female,43.0,36.5,Monthly,7,E-Wallet,4,7.0,No
C07838,Female,41.0,,Yearly,14,E-Wallet,2,3.0,No
C07839,Male,,65.99,Monthly,44,Cash,3,,No
C07840,Female,18.0,55.31,Monthly,1,Bank Transfer,4,5.0,Yes
C07841,Female,21.0,94.25,Monthly,3,E-Wallet,0,7.0,Yes
C07842,Male,39.0,,Monthly,13,Credit Card,7,6.0,No
C07843,Male,45.0,69.06,Monthly,28,Cash,2,4.0,No
C07844,Male,41.0,66.26,Monthly,20,Bank Transfer,2,6.0,No
C07845,Female,27.0,35.84,Monthly,8,E-Wallet,5,3.0,Yes
C07846,Female,49.0,67.17,Monthly,17,Credit Card,2,9.0,Yes
C07847,M,55.0,,Monthly,3,Bank Transfer,2,7.0,No
C07848,Male,49.0,50.38,Yearly,1,E-Wallet,4,,No
C07849,Male,49.0,80.5,Two-Year,11,Credit Card,3,5.0,No
C07850,Male,31.0,42.21,Monthly,21,Credit Card,2,2.0,No
C07851,Male,50.0,,Yearly,7,E-Wallet,1,7.0,No
C07852,Female,39.0,51.46,Two-Year,11,Credit Card,1,5.0,No
C07853,Female,44.0,41.4,Monthly,7,Bank Transfer,1,10.0,No
C07854,Male,42.0,68.46,Two-Year,9,Bank Transfer,1,7.0,No
C07855,Male,36.0,,Monthly,26,Credit Card,2,9.0,No
C07856,Male,27.0,28.14,Yearly,8,Credit Card,5,6.0,Yes
C07857,Male,,24.28,Monthly,1, E-Wallet,1,9.0,Yes
C07858,Male,49.0,77.87,Monthly,20,Credit Card,2,5.0,Yes
C07859,Male,32.0,31.52,Yearly,12,Credit Card,4,,No
C07860,Male,48.0,61.91,Monthly,16,Credit Card,4,6.0,No
C07861,Male,46.0,55.97,Monthly,28,Credit Card,3,9.0,Yes
C07862,Male,34.0,46.25,Monthly,5,Bank Transfer,3,5.0,No
C07863,Male,54.0,131.7,Yearly,9,Credit Card,2,6.0,No
C07864,Female,33.0,59.2, Monthly ,12,Bank Transfer,2,7.0,No
C07865,Male,56.0,76.71,Monthly,6,E-Wallet,1,5.0,Yes
C07866,M,43.0,62.06,Monthly,23,Bank Transfer,3,8.0,No
C07867,Male,37.0,49.2,Monthly,15,Bank Transfer,2,8.0,No
C07868,Male,27.0,54.13,Monthly,16,E-Wallet,2,10.0,Yes
C07869,Male,36.0,3327.0,Yearly,20,E-Wallet,3,9.0,Yes
C07870,Male,35.0,89.09,Yearly,4,Bank Transfer,1,7.0,No
C07871,Female,22.0,,Monthly,17,Credit Card,3,5.0,No
C07872,Male,35.0,60.32,Two-Year,18,Bank Transfer,1,8.0,No
C07873,Female,28.0,36.8,Yearly,23,Bank Transfer,0,6.0,No
C07874,FEMALE,45.0,44.78,Monthly,9,Credit Card,2,10.0,No
C07875,Female,53.0,31.99,Monthly,9,Credit Card,4,6.0,No
C07876,Female,23.0,77.11,Monthly,2,Cash,2,4.0,No
C07877,Female,58.0,41.94,Monthly,23,E-Wallet,1,7.0,No
C07878,Male,36.0,13.81,Yearly,10,Credit Card,2,7.0,No
C07879,Female,26.0,165.45,Monthly,11,Bank Transfer,1,7.0,No
C07880,Male,47.0,42.23,Yearly,2,Credit Card,1,,No
C07881,Male,32.0,42.12,Monthly,12,Credit Card,4,4.0,No
C07882,Male,37.0,,Yearly,1,Credit Card,2,7.0,No
C07883,Female,33.0,31.7,Monthly,31,Bank Transfer,4,4.0,No
C07884,Female,,91.06,Monthly,24,Cash,2,1.0,No
C07885,Male,46.0,41.92,Monthly,3,E-Wallet,4,6.0,Yes
C07886,Female,34.0,30.09,Yearly,11,Credit Card,0,,Yes
C07887,Male,20.0,117.63,Yearly,12,Credit Card,1,10.0,No
C07888,Male,44.0,82.71,Monthly,20,Bank Transfer,3,,No
C07889,Male,23.0,82.6,Monthly,17,Credit Card,2,,No
C07890,Male,24.0,64.42,Monthly,60,E-Wallet,3,7.0,Yes
C07891,Male,52.0,71.49,Yearly,6,Credit Card,5,7.0,No
C07892,Male,23.0,31.36,Monthly,2,Credit Card,4,10.0,Yes
C07893,Female,18.0,57.41,Monthly,11,Bank Transfer,5,4.0,No
C07894,Male,45.0,35.95,Monthly,18,Credit Card,1,2.0,No
C07895,Male,34.0,29.22,Monthly,5,Bank Transfer,4,6.0,No
C07896,Female,35.0,65.69,Monthly,4,Cash,3,6.0,No
C07897,Female,34.0,91.94,Two-Year,20,E-Wallet,4,7.0,No
C07898,Male,40.0,45.95,Yearly,17,E-Wallet,5,10.0,No
C07899,Male,28.0,49.63,Yearly,3,Bank Transfer,2,8.0,No
C07900,Female,55.0,32.71,Monthly,25,Credit Card,0,7.0,No
C07901,Female,20.0,54.78,Monthly,2,Credit Card,2,8.0,No
C07902,Male,43.0,76.86,Two-Year,2,E-Wallet,5,5.0,No
C07903,Male,45.0,77.96,Monthly,6,Bank Transfer,4,3.0,No
C07904,Female,28.0,69.78,Monthly,27,Bank Transfer,2,5.0,No
C07905,Male,25.0,41.33,Monthly,15,Credit Card,6,7.0,Yes
C07906,Female,50.0,40.75,Monthly,7,E-Wallet,5,10.0,No
C07907,Male,26.0,78.1,Monthly,3,E-Wallet,0,6.0,No
C07908,Female,30.0,78.68,Yearly,15,Credit Card,1,8.0,No
C07909,Male,,50.53,Two-Year,11,E-Wallet,8,10.0,No
C07910,Male,38.0,,Monthly,53,E-Wallet,0,8.0,No
C07911,Female,18.0,92.32,Monthly,18,Credit Card,2,8.0,No
C07912,Male,,46.43,Monthly,2,Bank Transfer,1,,No
C07913,Female,31.0,76.38,Monthly,16,E-Wallet,7,5.0,No
C07914,Male,33.0,51.34,Two-Year,4,Bank Transfer,4,8.0,No
C07915,Male,41.0,34.08,Monthly,40,E-Wallet,5,8.0,No
C07916,Male,45.0,112.79,Monthly,1,Credit Card,3,2.0,No
C07917,Female,61.0,57.63,Monthly,4,Credit Card,3,7.0,No
C07918,Male,18.0,39.65,Yearly,9,Credit Card,0,6.0,No
C07919,Male,47.0,29.2,Monthly,1,Cash,2,5.0,No
C07920,Male,46.0,30.55,Monthly,6,Credit Card,1,7.0,No
C07921,FEMALE,36.0,46.16,Monthly,9,E-Wallet,3,6.0,No
C07922,Female,47.0,129.84,Monthly,8,Credit Card,2,10.0,No
C07923,Male,49.0,41.97,Monthly,8,Credit Card,1,7.0,No
C07924,Male,21.0,104.73,Yearly,26,Credit Card,0,4.0,Yes
C07925,Female,58.0,51.48,Monthly,9,Bank Transfer,2,10.0,No
C07926,Male,19.0,32.09,Monthly,34,Credit Card,3,4.0,Yes
C07927,Female,24.0,44.13,Yearly,2,Cash,2,10.0,No
C07928,Female,34.0,30.68,Monthly,4,E-Wallet,0,7.0,No
C07929,Female,61.0,37.14,Yearly,13,Credit Card,6,5.0,No
C07930,Male,34.0,36.65,Yearly,4,E-Wallet,2,8.0,No
C07931,Female,37.0,23.18,Monthly,6,Bank Transfer,3,7.0,No
C07932,Female,55.0,107.85,Yearly,28,Cash,2,4.0,No
C07933,Female,34.0,60.04,Monthly,10,Credit Card,2,,No
C07934,Male,23.0,40.09,Monthly,5,Bank Transfer,3,10.0,No
C07935,Male,32.0,60.33,Yearly,18,Credit Card,4,8.0,No
C07936,Male,54.0,37.49,Yearly,1,E-Wallet,2,0.0,Yes
C07937,Male,38.0,16.41,Monthly,10,Credit Card,3,9.0,No
C07938,Female,61.0,206.54,Monthly,2,Bank Transfer,4,8.0,No
C07939,Male,46.0,59.46,Monthly,3, E-Wallet,2,3.0,No
C07940,Male,30.0,41.89,Yearly,1,,3,9.0,No
C07941,Male,38.0,22.87,Two-Year,28,Bank Transfer,3,9.0,No
C07942,Female,27.0,27.87,Monthly,1,Bank Transfer,2,5.0,Yes
C07943,Female,29.0,114.95,Monthly,9,Bank Transfer,0,8.0,No
C07944,Male,80.0,107.33,Yearly,4,Bank Transfer,0,10.0,No
C07945,Male,50.0,76.63,Monthly,6,Bank Transfer,1,5.0,No
C07946,Male,48.0,33.06,Monthly,9,,6,10.0,No
C07947,Female,30.0,107.71,Monthly,8,Credit Card,7,9.0,No
C07948,Female,56.0,66.85,Monthly,17,Credit Card,5,5.0,No
C07949,Female,51.0,73.31,Two-Year,30,Credit Card,1,3.0,No
C07950,Male,60.0,66.74,Two-Year,5,Bank Transfer,1,5.0,No
C07951,F,,27.71,Monthly,1,Credit Card,2,4.0,No
C07952,Male,20.0,31.84,Two-Year,27,Cash,3,11.0,No
C07953,Female,24.0,43.4,Monthly,47,Bank Transfer,2,8.0,No
C07954,male,25.0,72.94,Yearly,7,E-Wallet,4,8.0,No
C07955,Female,26.0,29.34,Monthly,8,,2,8.0,No
C07956,Female,41.0,50.46,Yearly,2,,3,6.0,No
C07957,Female,31.0,50.43,Monthly,8,Credit Card,1,10.0,No
C07958,Female,62.0,78.0,Monthly,5,Bank Transfer,3,10.0,No
C07959,Male,60.0,73.97,Two-Year,63,Credit Card,3,7.0,No
C07960,Male,37.0,34.65,Monthly,3,E-Wallet,2,8.0,No
C07961,Female,61.0,104.69,Two-Year,6,E-Wallet,3,7.0,No
C07962,Male,55.0,32.35,Monthly,12,E-Wallet,4,,No
C07963,Male,32.0,89.26,Monthly,6,E-Wallet,4,8.0,No
C07964,Male,18.0,42.62,Yearly,8,Bank Transfer,0,6.0,No
C07965,Female,35.0,58.78,Monthly,44,Bank Transfer,1,5.0,No
C07966,male,30.0,60.44,Monthly,9,Bank Transfer,3,7.0,Yes
C07967,Male,40.0,59.68,Monthly,29,Credit Card,0,6.0,No
C07968,Male,39.0,,Monthly,1,Bank Transfer,0,6.0,No
C07969,Male,38.0,65.12,Monthly,2,Bank Transfer,2,4.0,No
C07970,Female,44.0,,Monthly,35,E-Wallet,2,7.0,No
C07971,Female,23.0,,Monthly,2,Credit Card,1,7.0,No
C07972,Female,42.0,30.91,Monthly,17,Credit Card,1,7.0,No
C07973,Male,32.0,61.65,Two-Year,8,Credit Card ,2,6.0,No
C07974,Female,40.0,42.36,Monthly,7, E-Wallet,2,7.0,No
C07975,Male,49.0,33.14,Monthly,13,Cash,2,7.0,No
C07976,Male,23.0,47.92,Monthly,16,Credit Card,3,5.0,No
C07977,Female,34.0,59.29,Monthly,33,,2,,No
C07978,Female,36.0,,Monthly,4,Bank Transfer,5,4.0,No
C07979,Female,31.0,87.81,Monthly,15,Credit Card,1,8.0,No
C07980,Female,48.0,98.33,Yearly,6,E-Wallet,4,7.0,No
C07981,Male,29.0,63.52,Yearly,16,Credit Card,3,8.0,No
C07982,Male,31.0,68.9,Monthly,2,E-Wallet,1,6.0,No
C07983,Female,29.0,56.99,Monthly,8,E-Wallet,3,6.0,No
C07984,Male,51.0,77.11,Monthly,3,E-Wallet,4,6.0,No
C07985,Male,32.0,67.98,Monthly,5,Credit Card,0,8.0,Yes
C07986,Female,43.0,53.28,Yearly,16,Cash,6,7.0,No
C07987,Female,61.0,143.8,Yearly,4,E-Wallet,3,,No
C07988,Male,37.0,42.7,Monthly,14,Cash,1,6.0,No
C07989,Female,51.0,105.06,Yearly,9,Credit Card,4,6.0,No
C07990,Female,58.0,29.68,Yearly,2,,3,9.0,No
C07991,Female,50.0,78.74,Monthly,6,Credit Card,2,,Yes
C07992,Male,37.0,104.21,Monthly,25,Credit Card,3,7.0,No
C07993,Male,45.0,23.14,Yearly,55,Credit Card,2,7.0,No
C07994,Male,22.0,58.12,Monthly,6,Bank Transfer,5,4.0,Yes
C07995,Male,28.0,75.33,Yearly,1,Credit Card,2,4.0,No
C07996,Male,30.0,61.15,Monthly,2,Bank Transfer,3,6.0,No
C07997,Male,64.0,64.73,Monthly,19,Bank Transfer,3,4.0,No
C07998,Male,28.0,58.05,Monthly,13,Cash,0,6.0,No
C07999,Female,28.0,,Monthly,5,E-Wallet,3,5.0,No
C08000,Male,25.0,158.48,Monthly,6,E-Wallet,1,8.0,Yes
C08001,Female,44.0,43.53,Yearly,21,E-Wallet,3,7.0,No
C08002,Female,39.0,,Yearly,7,Credit Card,5,9.0,No
C08003,Male,51.0,,Two-Year,17,Credit Card,1,7.0,No
C08004,Female,46.0,19.61,Monthly,5,Bank Transfer,3,9.0,No
C08005,Female,21.0,36.02,Monthly,16,E-Wallet,2,6.0,Yes
C08006,Male,28.0,28.46,Monthly,8,E-Wallet,1,10.0,No
C08007,Female,54.0,89.23,Monthly,10,Bank Transfer,4,4.0,Yes
C08008,Male,35.0,41.55,Monthly,11,Cash,3,2.0,No
C08009,Female,52.0,43.32,Monthly,8,E-Wallet,1,6.0,No
C08010,Male,36.0,33.82,Monthly,8,Credit Card,4,10.0,No
C08011,Female,,56.96,Monthly,4,Bank Transfer,2,8.0,Yes
C08012,F,34.0,39.55,Monthly,52,Cash,3,5.0,No
C08013,Female,26.0,85.33,Monthly,29,Bank Transfer,4,4.0,No
C08014,Male,31.0,62.55,Yearly,9,Credit Card,2,2.0,No
C08015,Female,40.0,42.21,Yearly,1,Credit Card,3,6.0,No
C08016,Female,44.0,80.05,Monthly,3,Bank Transfer,0,5.0,No
C08017,Male,18.0,,Yearly,24,E-Wallet,3,,No
C08018,F,37.0,,Monthly,33,Credit Card,1,9.0,No
C08019,Male,30.0,28.27,Monthly,3,E-Wallet,1,6.0,No
C08020,F,30.0,52.88,Monthly,16,Cash,2,4.0,No
C08021,Male,39.0,63.1,Yearly,12,E-Wallet,2,7.0,No
C08022,Female,31.0,,Monthly,5,Cash,3,9.0,No
C08023,Female,54.0,38.93,Monthly,7,Credit Card,2,7.0,Yes
C08024,Male,52.0,152.19,Monthly,14,Bank Transfer,0,6.0,Yes
C08025,Male,52.0,70.15,Monthly,2,Credit Card,5,5.0,Yes
C08026,Male,32.0,27.56,Monthly,3,E-Wallet,2,9.0,No
C08027,Female,26.0,37.32,Yearly,1,Cash,3,7.0,No
C08028,Male,38.0,103.49,Yearly,28,Credit Card,2,6.0,No
C08029,Female,36.0,95.53,Two-Year,11,,1,6.0,No
C08030,Female,30.0,55.04,Yearly,9,Credit Card,4,7.0,No
C08031,Male,,58.41,Monthly,15,Credit Card,1,3.0,Yes
C08032,Female,,32.33,Monthly,54,Bank Transfer,1,2.0,Yes
C08033,Male,33.0,98.95,Monthly,3,E-Wallet,1,5.0,No
C08034,Male,46.0,35.01,Monthly,2,Credit Card,3,8.0,No
C08035,Female,45.0,79.85,Monthly,5,Credit Card ,0,5.0,No
C08036,Male,51.0,100.33,Yearly,29,Credit Card,0,,Yes
C08037,Male,22.0,55.79,Monthly,7,Credit Card,1,7.0,No
C08038,Female,42.0,84.39,Yearly,19,Bank Transfer,2,6.0,No
C08039,Male,29.0,125.39,Monthly,3,Credit Card,3,2.0,Yes
C08040,Female,23.0,61.6,Monthly,9,Bank Transfer,3,7.0,No
C08041,Female,32.0,50.46,Monthly,2,E-Wallet,4,10.0,No
C08042,Male,50.0,52.98,Monthly,7,Bank Transfer,2,4.0,Yes
C08043,Male,33.0,39.08,Monthly,4,Cash,4,8.0,No
C08044,Female,56.0,38.69,Monthly,10,E-Wallet,1,2.0,No
C08045,Male,44.0,66.63,Monthly,19,Credit Card,5,9.0,No
C08046,Male,33.0,50.72,Monthly,34,Credit Card,5,2.0,No
C08047,Female,51.0,63.27,Yearly,5,E-Wallet,3,7.0,No
C08048,Male,43.0,4067.0,Monthly,17,Credit Card,2,7.0,No
C08049,Female,26.0,52.37,Yearly,27,Credit Card,1,8.0,Yes
C08050,Male,60.0,86.8,Monthly,2,E-Wallet,4,9.0,No
C08051,male,41.0,33.0,Monthly,11,Credit Card,3,6.0,No
C08052,Male,38.0,55.01,Yearly,12,Bank Transfer,3,5.0,No
C08053,Female,27.0,23.7,Yearly,4,E-Wallet,2,5.0,No
C08054,Female,52.0,,Yearly,1,E-Wallet,0,6.0,No
C08055,Female,44.0,78.53,Monthly,4,E-Wallet,1,7.0,Yes
C08056,Male,45.0,47.5,Monthly,11,Bank Transfer,3,7.0,No
C08057,Male,31.0,123.96,Monthly,3,E-Wallet,2,,No
C08058,Male,48.0,66.33,Monthly,5,Credit Card,3,8.0,No
C08059,Male,48.0,69.32,Two-Year,15,Credit Card,4,8.0,No
C08060,Female,29.0,33.64,Monthly,7,Credit Card,1,10.0,Yes
C08061,Female,20.0,45.91,Monthly,1,Credit Card,4,9.0,No
C08062,Male,44.0,39.26,Monthly,7,E-Wallet,3,8.0,No
C08063,Female,19.0,33.8,Yearly,72,Credit Card,5,6.0,No
C08064,Male,39.0,73.61,Monthly,4,Bank Transfer,2,3.0,No
C08065,Female,32.0,80.56,Two-Year,4,,1,3.0,No
C08066,Male,52.0,65.33,Monthly,3,Credit Card,6,8.0,No
C08067,M,33.0,37.61,Yearly,4,E-Wallet,2,7.0,Yes
C08068,M,51.0,63.36,Monthly,11,E-Wallet,2,5.0,No
C08069,Male,31.0,23.09,Yearly,41,E-Wallet,3,6.0,No
C08070,Female,49.0,99.02,Monthly,12,E-Wallet,3,5.0,No
C08071,FEMALE,62.0,30.44,Yearly,7,Credit Card,2,6.0,No
C08072,Male,25.0,32.98,Monthly,6,Cash,1,5.0,No
C08073,Female,41.0,57.51,Monthly,1,Credit Card,1,8.0,No
C08074,Female,70.0,59.85,Monthly,1,Bank Transfer,1,6.0,Yes
C08075,Female,38.0,52.84,Yearly,20,Cash,1,8.0,No
C08076,Male,38.0,33.13,Monthly,9,Credit Card,2,6.0,No
C08077,Female,47.0,90.92,Monthly,1,Credit Card,3,7.0,No
C08078,FEMALE,38.0,,Monthly,5,Bank Transfer,3,6.0,No
C08079,Male,18.0,28.01,Monthly,6,E-Wallet,2,5.0,No
C08080,Male,51.0,52.03,Monthly,19,Credit Card,2,3.0,No
C08081,Male,18.0,30.91,Monthly,7,E-Wallet,3,9.0,No
C08082,Male,32.0,,Monthly,19,Credit Card,0,8.0,No
C08083,Male,52.0,32.13,Monthly,13,E-Wallet,1,5.0,No
C08084,Male,33.0,110.02,Monthly,1,Credit Card,2,8.0,No
C08085,Female,29.0,86.99,Monthly,42,,4,2.0,No
C08086,Female,48.0,95.18,Monthly,3,Credit Card,2,7.0,No
C08087,Female,27.0,127.64,Monthly,4,Credit Card,5,6.0,Yes
C08088,Female,23.0,56.63,Monthly,20,Credit Card,0,9.0,No
C08089,Male,41.0,34.61,Yearly,3,Bank Transfer,0,8.0,No
C08090,Female,35.0,52.13,Monthly,7,E-Wallet,2,4.0,No
C08091,Female,23.0,42.31,Yearly,25,E-Wallet,1,8.0,No
C08092,Male,45.0,39.68,Monthly,13,Bank Transfer,1,8.0,No
C08093,Female,43.0,58.43,Yearly,5,Credit Card,2,8.0,No
C08094,Female,33.0,47.45,Monthly,13,E-Wallet,2,6.0,No
C08095,Female,34.0,38.92,Monthly,21,E-Wallet,2,10.0,No
C08096,Female,43.0,,Monthly,7,Bank Transfer,2,6.0,No
C08097,Male,52.0,,Yearly,11,E-Wallet,4,7.0,No
C08098,Male,34.0,83.96,Monthly,54,Credit Card,4,5.0,No
C08099,Male,45.0,26.54,Monthly,41,Credit Card,4,10.0,No
C08100,Female,44.0,47.63,Monthly,9,Credit Card,3,4.0,No
C08101,Female,48.0,51.23,Two-Year,2,E-Wallet,3,5.0,No
C08102,Female,38.0,32.07,Yearly,15,E-Wallet,3,10.0,No
C08103,Male,27.0,,Monthly,4,E-Wallet,1,5.0,No
C08104,Male,32.0,58.36,Yearly,14,Credit Card,2,6.0,No
C08105,Female,42.0,68.96,Monthly,6,Bank Transfer,7,6.0,No
C08106,Female,59.0,56.53,Yearly,16,Credit Card,4,8.0,No
C08107,Male,32.0,36.73,Monthly,6, E-Wallet,2,8.0,No
C08108,Male,47.0,135.02,Monthly,35,Credit Card,3,8.0,No
C08109,Female,34.0,79.29,Monthly,2,Bank Transfer,1,10.0,Yes
C08110,F,39.0,70.02,Two-Year,1,E-Wallet,3,8.0,No
C08111,Male,56.0,85.81,Yearly,19,E-Wallet,2,7.0,No
C08112,Male,47.0,60.95,Yearly,7,Credit Card,2,7.0,No
C08113,Female,,97.4,Monthly,8,Credit Card,1,8.0,No
C08114,Female,31.0,56.01,Monthly,33,Credit Card,2,,Yes
C08115,Male,53.0,54.64,Monthly,11,Bank Transfer,0,7.0,No
C08116,Male,39.0,72.66,Yearly,13,Credit Card,1,9.0,No
C08117,Female,24.0,110.98,Two-Year,1,Credit Card,1,1.0,No
C08118,Male,28.0,107.82,Monthly,14,Cash,4,7.0,Yes
C08119,FEMALE,46.0,71.29,Monthly,6,Credit Card,2,8.0,No
C08120,Female,49.0,68.89,Yearly,8,Bank Transfer,2,6.0,No
C08121,Male,38.0,74.68,Monthly,20,,3,4.0,No
C08122,Female,67.0,85.07,Monthly,9,Bank Transfer,1,,No
C08123,Male,47.0,97.95,Monthly,52,Credit Card,1,9.0,No
C08124,Female,35.0,49.08,Monthly,20,Bank Transfer,2,6.0,No
C08125,Male,28.0,98.8,Yearly,16,Bank Transfer,5,5.0,No
C08126,Male,26.0,,Yearly,11,Cash,1,7.0,No
C08127,Male,42.0,73.18,Monthly,7,Credit Card,1,2.0,No
C08128,Female,32.0,101.68,Monthly,1,Bank Transfer,2,5.0,No
C08129,Female,58.0,76.41,Monthly,1,Credit Card,3,5.0,No
C08130,Male,55.0,82.45,Yearly,1,Bank Transfer,1,9.0,No
C08131,Female,45.0,45.82,Monthly,39,Credit Card,2,,No
C08132,Female,23.0,107.15,Monthly,5,E-Wallet,5,7.0,Yes
C08133,Female,29.0,74.67,Two-Year,15,Credit Card,3,6.0,No
C08134,Male,53.0,57.79,Yearly,11,Bank Transfer,4,7.0,No
C08135,Female,31.0,89.61,Yearly,11,Bank Transfer,5,8.0,No
C08136,Male,51.0,174.95,Two-Year,11,Bank Transfer,1,8.0,Yes
C08137,Male,43.0,32.27,Monthly,5,Credit Card,1,5.0,No
C08138,Female,38.0,38.03,Yearly,27,Credit Card,2,5.0,No
C08139,Female,,182.8,Monthly,31,Bank Transfer,2,8.0,No
C08140,Male,36.0,66.16,Monthly,13,Credit Card,2,6.0,No
C08141,Male,40.0,59.49,Monthly,24,Credit Card,3,7.0,No
C08142,Female,,51.84,Monthly,1,E-Wallet,3,7.0,No
C08143,Female,27.0,94.05,Monthly,2,E-Wallet,3,6.0,No
C08144,Male,34.0,176.81,Two-Year,10,E-Wallet,1,8.0,No
C08145,Female,38.0,40.47,Monthly,23,Bank Transfer,1,4.0,Yes
C08146,Male,45.0,52.27,Two-Year,5,E-Wallet,1,6.0,No
C08147,Male,27.0,46.63,Monthly,10,Credit Card,2,4.0,No
C08148,Female,22.0,75.93,Monthly,1,Bank Transfer,2,6.0,No
